Security,NDDUUS Index,MXUS Index,SPBDUB3T Index
Field,PX_LAST,PX_LAST,PX_LAST
Date,,,
1/2/89,,256.1,
1/3/89,,253.78,
1/4/89,,257.5,
1/5/89,,258.05,
1/6/89,,258.77,
1/9/89,,259.06,
1/10/89,,258.51,
1/11/89,,259.97,
1/12/89,,261.04,
1/13/89,,261.55,
1/16/89,,261.98,
1/17/89,,261.53,
1/18/89,,264.17,
1/19/89,,264.29,
1/20/89,,263.92,
1/23/89,,262.16,
1/24/89,,265.9,
1/25/89,,266.54,
1/26/89,,269.11,
1/27/89,,271.42,
1/30/89,,272.48,
1/31/89,488.345,274.78,
2/1/89,,274.48,
2/2/89,,273.8,
2/3/89,,273.99,
2/6/89,,273.2,
2/7/89,,276.63,
2/8/89,,275.67,
2/9/89,,272.49,
2/10/89,,268.66,
2/13/89,,269.19,
2/14/89,,268.53,
2/15/89,,270.87,
2/16/89,,271.4,
2/17/89,,273.02,
2/20/89,,273.02,
2/21/89,,272.41,
2/22/89,,267.84,
2/23/89,,268.62,
2/24/89,,264.18,
2/27/89,,264.91,
2/28/89,473.27,265.73,
3/1/89,,264.19,
3/2/89,,266.69,
3/3/89,,267.63,
3/6/89,,270.84,
3/7/89,,270.13,
3/8/89,,270.37,
3/9/89,,270.24,
3/10/89,,269.27,
3/13/89,,271.62,
3/14/89,,271.59,
3/15/89,,272.93,
3/16/89,,275.64,
3/17/89,,269.49,
3/20/89,,266.84,
3/21/89,,267.97,
3/22/89,,267.27,
3/23/89,,265.89,
3/24/89,,265.78,
3/27/89,,267.16,
3/28/89,,268.18,
3/29/89,,268.82,
3/30/89,,268.88,
3/31/89,483.491,270.88,
4/3/89,,272.1,
4/4/89,,271.22,
4/5/89,,272.17,
4/6/89,,271.29,
4/7/89,,272.94,
4/10/89,,273.03,
4/11/89,,274.35,
4/12/89,,274.78,
4/13/89,,272.42,
4/14/89,,276.95,
4/17/89,,277.4,
4/18/89,,281.17,
4/19/89,,282.25,
4/20/89,,281.4,
4/21/89,,284.68,
4/24/89,,283.92,
4/25/89,,282.21,
4/26/89,,282.26,
4/27/89,,284.71,
4/28/89,509.307,284.75,
5/1/89,,284.18,
5/2/89,,283.29,
5/3/89,,283.33,
5/4/89,,282.91,
5/5/89,,282.37,
5/8/89,,280.92,
5/9/89,,280.18,
5/10/89,,280.93,
5/11/89,,282.05,
5/12/89,,288.35,
5/15/89,,290.58,
5/16/89,,290.01,
5/17/89,,292.07,
5/18/89,,292.55,
5/19/89,,295.82,
5/22/89,,296.69,
5/23/89,,293.33,
5/24/89,,294.06,
5/25/89,,293.84,
5/26/89,,295.98,
5/29/89,,295.98,
5/30/89,,293.73,
5/31/89,528.507,294.88,
6/1/89,,296.37,
6/2/89,,299.68,
6/5/89,,296.58,
6/6/89,,298.4,
6/7/89,,300.83,
6/8/89,,300.7,
6/9/89,,300.59,
6/12/89,,300.44,
6/13/89,,298.46,
6/14/89,,298.18,
6/15/89,,294.65,
6/16/89,,295.87,
6/19/89,,296.36,
6/20/89,,295.8,
6/21/89,,295.18,
6/22/89,,296.49,
6/23/89,,301.72,
6/26/89,,300.57,
6/27/89,,302.4,
6/28/89,,300,
6/29/89,,294.64,
6/30/89,526.08,292.93,
7/3/89,,294.18,
7/4/89,,294.18,
7/5/89,,295.44,
7/6/89,,296.19,
7/7/89,,299.26,
7/10/89,,301.45,
7/11/89,,303.11,
7/12/89,,304.16,
7/13/89,,304.2,
7/14/89,,305.74,
7/17/89,,306.15,
7/18/89,,305.2,
7/19/89,,309.34,
7/20/89,,307.52,
7/21/89,,309.88,
7/24/89,,307.66,
7/25/89,,307.68,
7/26/89,,311.62,
7/27/89,,315.27,
7/28/89,,315.38,
7/31/89,573.843,318.92,
8/1/89,,316.39,
8/2/89,,317.05,
8/3/89,,317.44,
8/4/89,,316.74,
8/7/89,,321.72,
8/8/89,,321.5,
8/9/89,,319.65,
8/10/89,,320.89,
8/11/89,,317.63,
8/14/89,,316.15,
8/15/89,,317.53,
8/16/89,,318.39,
8/17/89,,317.4,
8/18/89,,318.76,
8/21/89,,313.9,
8/22/89,,314.22,
8/23/89,,317.25,
8/24/89,,323.53,
8/25/89,,322.52,
8/28/89,,323.92,
8/29/89,,321.74,
8/30/89,,322.62,
8/31/89,582.063,322.87,
9/1/89,,325.26,
9/4/89,,325.26,
9/5/89,,324.4,
9/6/89,,321.41,
9/7/89,,320.49,
9/8/89,,320.8,
9/11/89,,320.01,
9/12/89,,320.97,
9/13/89,,317.92,
9/14/89,,315.78,
9/15/89,,317.64,
9/18/89,,319.14,
9/19/89,,319.03,
9/20/89,,318.91,
9/21/89,,318.2,
9/22/89,,319.3,
9/25/89,,316.54,
9/26/89,,316.77,
9/27/89,,317.52,
9/28/89,,320.66,
9/29/89,580.357,321.31,
10/2/89,,323.08,
10/3/89,,326.61,
10/4/89,,328.32,
10/5/89,,328.37,
10/6/89,,329.75,
10/9/89,,330.69,
10/10/89,,330.09,
10/11/89,,328.07,
10/12/89,,326.54,
10/13/89,,306.55,
10/16/89,,315.06,
10/17/89,,313.42,
10/18/89,,313.8,
10/19/89,,318.78,
10/20/89,,319.12,
10/23/89,,317.08,
10/24/89,,316.37,
10/25/89,,315.22,
10/26/89,,311.3,
10/27/89,,308.54,
10/30/89,,308.54,
10/31/89,566.74,313.15,
11/1/89,,313.87,
11/2/89,,311.57,
11/3/89,,311.09,
11/6/89,,306.23,
11/7/89,,307.86,
11/8/89,,311.05,
11/9/89,,309.78,
11/10/89,,312.1,
11/13/89,,312.72,
11/14/89,,311.05,
11/15/89,,313.46,
11/16/89,,313.42,
11/17/89,,314.75,
11/20/89,,312.74,
11/21/89,,312.98,
11/22/89,,315.11,
11/23/89,,315.11,
11/24/89,,316.89,
11/27/89,,318.46,
11/28/89,,318.58,
11/29/89,,316.72,
11/30/89,577.981,318.73,
12/1/89,,323,
12/4/89,,323.62,
12/5/89,,322.19,
12/6/89,,321.18,
12/7/89,,320.22,
12/8/89,,321.1,
12/11/89,,321.16,
12/12/89,,323.89,
12/13/89,,324.75,
12/14/89,,323.15,
12/15/89,,322.54,
12/18/89,,316.91,
12/19/89,,315.99,
12/20/89,,316.05,
12/21/89,,317.49,
12/22/89,,319.9,
12/25/89,,319.89,
12/26/89,,319.09,
12/27/89,,321.03,
12/28/89,,322.82,
12/29/89,590.54,325.03,100
1/1/90,,325.03,
1/2/90,,330.83,100.071
1/3/90,,330.11,100.095
1/4/90,,327.43,100.116
1/5/90,,324.19,100.132
1/8/90,,326.03,100.185
1/9/90,,322.11,100.202
1/10/90,,320.13,100.23
1/11/90,,321.39,100.245
1/12/90,,313.65,100.273
1/15/90,,310.98,
1/16/90,,314.31,100.349
1/17/90,,311.21,100.369
1/18/90,,312.09,100.381
1/19/90,,312.94,100.405
1/22/90,,305.01,100.468
1/23/90,,305.88,100.488
1/24/90,,304.97,100.51
1/25/90,,300.9,100.535
1/26/90,,300.38,100.558
1/29/90,,299.72,100.617
1/30/90,,297.79,100.64
1/31/90,551.75,303.04,100.665
2/1/90,,302.69,100.688
2/2/90,,304.99,100.71
2/5/90,,305.88,100.768
2/6/90,,304.04,100.787
2/7/90,,307.92,100.812
2/8/90,,307.33,100.839
2/9/90,,307.94,100.866
2/12/90,,304.83,100.932
2/13/90,,305.61,100.96
2/14/90,,306.51,100.98
2/15/90,,309.45,100.99
2/16/90,,307.3,101.008
2/19/90,,307.3,
2/20/90,,302.97,101.085
2/21/90,,302.43,101.119
2/22/90,,300.87,101.143
2/23/90,,299.54,101.161
2/26/90,,303.68,101.223
2/27/90,,305.27,101.243
2/28/90,559.47,306.64,101.259
3/1/90,,307.39,101.277
3/2/90,,309.99,101.298
3/5/90,,308.27,101.358
3/6/90,,311.82,101.381
3/7/90,,310.76,101.402
3/8/90,,313.64,101.425
3/9/90,,311.51,101.44
3/12/90,,312.3,101.506
3/13/90,,309.9,101.525
3/14/90,,310.6,101.552
3/15/90,,311.61,101.575
3/16/90,,315.04,101.598
3/19/90,,316.52,101.663
3/20/90,,314.77,101.684
3/21/90,,313.2,101.708
3/22/90,,309.43,101.736
3/23/90,,310.63,101.76
3/26/90,,310.97,101.826
3/27/90,,314.61,101.847
3/28/90,,315.1,101.873
3/29/90,,314.01,101.897
3/30/90,572.231,312.99,101.921
4/2/90,,312.17,101.988
4/3/90,,316.54,102.011
4/4/90,,314.19,102.036
4/5/90,,314.17,102.059
4/6/90,,313.56,102.081
4/9/90,,314.76,102.146
4/10/90,,315.38,102.17
4/11/90,,315.43,102.193
4/12/90,,317.95,102.223
4/13/90,,317.95,102.223
4/16/90,,318.38,102.317
4/17/90,,318.45,102.337
4/18/90,,314.67,102.36
4/19/90,,312.22,102.381
4/20/90,,309.74,102.406
4/23/90,,306.13,102.471
4/24/90,,305.29,102.494
4/25/90,,306.99,102.517
4/26/90,,307.83,102.542
4/27/90,,304.16,102.568
4/30/90,560.093,305.7,102.635
5/1/90,,307.07,102.658
5/2/90,,309.05,102.678
5/3/90,,309.78,102.703
5/4/90,,312.13,102.723
5/7/90,,313.89,102.785
5/8/90,,315.27,102.807
5/9/90,,315.89,102.836
5/10/90,,317.16,102.871
5/11/90,,324.42,102.897
5/14/90,,326.77,102.96
5/15/90,,326.45,102.984
5/16/90,,325.89,103.01
5/17/90,,326.58,103.043
5/18/90,,326.38,103.061
5/21/90,,329.74,103.12
5/22/90,,330.3,103.145
5/23/90,,331.17,103.186
5/24/90,,330.85,103.192
5/25/90,,327.25,103.195
5/28/90,,327.25,
5/29/90,,332.46,103.279
5/30/90,,332.79,103.303
5/31/90,611.39,333.04,103.337
6/1/90,,334.92,103.355
6/4/90,,339.17,103.418
6/5/90,,338.51,103.437
6/6/90,,337.12,103.464
6/7/90,,335.4,103.484
6/8/90,,331.27,103.506
6/11/90,,334.04,103.569
6/12/90,,338.43,103.59
6/13/90,,337.18,103.617
6/14/90,,335.48,103.642
6/15/90,,335.43,103.662
6/18/90,,330.28,103.731
6/19/90,,331.75,103.764
6/20/90,,332.14,103.783
6/21/90,,333.53,103.807
6/22/90,,329.18,103.827
6/25/90,,326.36,103.884
6/26/90,,325.84,103.899
6/27/90,,328.46,103.921
6/28/90,,330.84,103.946
6/29/90,608.652,330.9,103.972
7/2/90,,332.33,104.036
7/3/90,,332.84,104.063
7/4/90,,332.84,
7/5/90,,329.09,104.117
7/6/90,,331.54,104.128
7/9/90,,332.48,104.19
7/10/90,,330.08,104.21
7/11/90,,334.43,104.231
7/12/90,,338.2,104.262
7/13/90,,339.72,104.288
7/16/90,,341.4,104.349
7/17/90,,340.64,104.37
7/18/90,,337.49,104.394
7/19/90,,338.6,104.419
7/20/90,,335.18,104.441
7/23/90,,329.35,104.511
7/24/90,,329.54,104.53
7/25/90,,330.58,104.549
7/26/90,,329.57,104.569
7/27/90,,327.3,104.596
7/30/90,,329.11,104.666
7/31/90,607.251,329.49,104.688
8/1/90,,328.85,104.715
8/2/90,,324.68,104.737
8/3/90,,319.5,104.772
8/6/90,,308.72,104.836
8/7/90,,309.38,104.848
8/8/90,,312.73,104.87
8/9/90,,314.54,104.89
8/10/90,,310.4,104.913
8/13/90,,313.28,104.97
8/14/90,,313.61,104.998
8/15/90,,314.4,105.015
8/16/90,,306.99,105.034
8/17/90,,302.69,105.057
8/20/90,,303.2,105.117
8/21/90,,297.22,105.138
8/22/90,,292.32,105.159
8/23/90,,283.87,105.19
8/24/90,,288.11,105.219
8/27/90,,297.46,105.28
8/28/90,,297.49,105.322
8/29/90,,300.02,105.342
8/30/90,,295.08,105.367
8/31/90,551.223,298.43,105.397
9/3/90,,298.43,
9/4/90,,298.89,105.483
9/5/90,,299.9,105.503
9/6/90,,296.1,105.523
9/7/90,,298.99,105.543
9/10/90,,297.31,105.604
9/11/90,,297.27,105.624
9/12/90,,298.19,105.648
9/13/90,,294.45,105.672
9/14/90,,292.39,105.694
9/17/90,,293.35,105.778
9/18/90,,294.38,105.78
9/19/90,,292.48,105.804
9/20/90,,287.96,105.83
9/21/90,,287.61,105.851
9/24/90,,281.78,105.914
9/25/90,,285.25,105.939
9/26/90,,282.35,105.959
9/27/90,,278.71,105.989
9/28/90,525.18,283.67,106.016
10/1/90,,291.99,106.07
10/2/90,,292.24,106.087
10/3/90,,288.54,106.113
10/4/90,,289.8,106.14
10/5/90,,288.56,106.17
10/8/90,,290.35,
10/9/90,,282.35,106.238
10/10/90,,278.12,106.26
10/11/90,,273.71,106.292
10/12/90,,277.78,106.306
10/15/90,,280.98,106.368
10/16/90,,277,106.389
10/17/90,,276.86,106.408
10/18/90,,283.76,106.411
10/19/90,,289.59,106.43
10/22/90,,292.03,106.494
10/23/90,,289.87,106.517
10/24/90,,289.56,106.537
10/25/90,,287.33,106.569
10/26/90,,282.36,106.591
10/29/90,,279.77,106.649
10/30/90,,281.94,106.674
10/31/90,523.087,281.87,106.703
11/1/90,,284.47,106.724
11/2/90,,288.74,106.744
11/5/90,,291.67,106.803
11/6/90,,289.13,106.82
11/7/90,,283.96,106.837
11/8/90,,285.53,106.861
11/9/90,,291.1,106.882
11/12/90,,296.7,
11/13/90,,295.35,106.963
11/14/90,,297.59,106.982
11/15/90,,294.75,107.008
11/16/90,,295.25,107.029
11/19/90,,297.34,107.085
11/20/90,,293.9,107.104
11/21/90,,294.39,107.125
11/22/90,,294.39,
11/23/90,,293.49,107.172
11/26/90,,294.58,107.231
11/27/90,,295.99,107.253
11/28/90,,295.67,107.275
11/29/90,,294.13,107.296
11/30/90,556.96,299.46,107.32
12/3/90,,301.56,107.371
12/4/90,,303.91,107.394
12/5/90,,307.4,107.413
12/6/90,,306.56,107.434
12/7/90,,305.03,107.463
12/10/90,,305.94,107.522
12/11/90,,303.99,107.543
12/12/90,,307.45,107.571
12/13/90,,306.54,107.597
12/14/90,,304.21,107.616
12/17/90,,303.46,107.683
12/18/90,,307.49,107.717
12/19/90,,307.3,107.74
12/20/90,,307.47,107.765
12/21/90,,308.67,107.779
12/24/90,,307.1,107.843
12/25/90,,307.1,
12/26/90,,307.83,107.903
12/27/90,,305.71,107.918
12/28/90,,305.72,107.938
12/31/90,571.953,306.85,107.996
1/1/91,,306.85,
1/2/91,,303.48,108.008
1/3/91,,299.52,108.025
1/4/91,,298.83,108.033
1/7/91,,293.72,108.091
1/8/91,,293.06,108.114
1/9/91,,289.86,108.163
1/10/91,,292.67,108.195
1/11/91,,293.33,108.22
1/14/91,,290.57,108.281
1/15/91,,291.69,108.292
1/16/91,,294.5,108.313
1/17/91,,305.6,108.329
1/18/91,,309.12,108.339
1/21/91,,308.34,
1/22/91,,305.83,108.411
1/23/91,,307.62,108.427
1/24/91,,312.02,108.45
1/25/91,,313,108.46
1/28/91,,312.87,108.503
1/29/91,,312.66,108.518
1/30/91,,317.55,108.542
1/31/91,598.746,320.55,108.554
2/1/91,,319.64,108.585
2/4/91,,324.07,108.633
2/5/91,,327.19,108.651
2/6/91,,333.4,108.676
2/7/91,,331.81,108.712
2/8/91,,334.07,108.718
2/11/91,,342.76,108.775
2/12/91,,339.92,108.789
2/13/91,,343.54,108.803
2/14/91,,339.07,108.821
2/15/91,,343.57,108.836
2/18/91,,343.57,
2/19/91,,344.44,108.902
2/20/91,,340.51,108.92
2/21/91,,340.31,108.944
2/22/91,,341.3,108.962
2/25/91,,342.85,109.01
2/26/91,,338.66,109.023
2/27/91,,342.99,109.043
2/28/91,639.644,341.79,109.066
3/1/91,,344.97,109.071
3/4/91,,344.24,109.125
3/5/91,,351.04,109.146
3/6/91,,350.14,109.16
3/7/91,,350,109.178
3/8/91,,348.9,109.207
3/11/91,,347.33,109.267
3/12/91,,344.56,109.285
3/13/91,,348.7,109.303
3/14/91,,348.02,109.327
3/15/91,,347.71,109.338
3/18/91,,346.42,109.387
3/19/91,,341.13,109.402
3/20/91,,342.31,109.421
3/21/91,,341.08,109.439
3/22/91,,341.66,109.457
3/25/91,,343.96,109.51
3/26/91,,350.53,109.524
3/27/91,,349.8,109.543
3/28/91,,349.2,109.572
3/29/91,654.749,349.2,109.572
4/1/91,,345.69,109.623
4/2/91,,353.35,109.646
4/3/91,,352.8,109.662
4/4/91,,353.89,109.682
4/5/91,,349.78,109.704
4/8/91,,352.47,109.768
4/9/91,,347.6,109.784
4/10/91,,347.41,109.802
4/11/91,,351.61,109.826
4/12/91,,353.95,109.849
4/15/91,,354.99,109.89
4/16/91,,361.01,109.899
4/17/91,,363.78,109.924
4/18/91,,362.05,109.931
4/19/91,,358.19,109.938
4/22/91,,354.95,110.002
4/23/91,,355.49,110.018
4/24/91,,356.66,110.039
4/25/91,,353.57,110.062
4/26/91,,353.43,110.081
4/29/91,,348.3,110.135
4/30/91,656.821,349.64,110.163
5/1/91,,354.55,110.181
5/2/91,,354.53,110.216
5/3/91,,354.84,110.231
5/6/91,,354.2,110.279
5/7/91,,351.74,110.29
5/8/91,,352.76,110.309
5/9/91,,357.54,110.333
5/10/91,,350.41,110.349
5/13/91,,351.25,110.398
5/14/91,,346.62,110.416
5/15/91,,343.76,110.432
5/16/91,,347.39,110.459
5/17/91,,347.43,110.474
5/20/91,,347.67,110.519
5/21/91,,350.47,110.534
5/22/91,,351.33,110.558
5/23/91,,350.39,110.588
5/24/91,,352.5,110.596
5/27/91,,352.5,
5/28/91,,356.63,110.654
5/29/91,,357.31,110.664
5/30/91,,360.85,110.681
5/31/91,683.622,363.25,110.687
6/3/91,,361.69,110.711
6/4/91,,361.5,110.729
6/5/91,,358.92,110.74
6/6/91,,357.71,110.764
6/7/91,,354.02,110.781
6/10/91,,353.41,110.833
6/11/91,,355.52,110.857
6/12/91,,351.54,110.873
6/13/91,,352.4,110.885
6/14/91,,356.68,110.901
6/17/91,,354.79,110.953
6/18/91,,353.23,110.971
6/19/91,,350,110.999
6/20/91,,350.3,111.019
6/21/91,,352.34,111.03
6/24/91,,346.1,111.082
6/25/91,,345.57,111.096
6/26/91,,346.47,111.11
6/27/91,,348.9,111.123
6/28/91,651.803,345.68,111.143
7/1/91,,351.96,111.188
7/2/91,,351.82,111.202
7/3/91,,348.04,111.226
7/4/91,,348.04,
7/5/91,,348.74,111.259
7/8/91,,352.18,111.311
7/9/91,,350.93,111.325
7/10/91,,350.15,111.342
7/11/91,,350.72,111.363
7/12/91,,354.01,111.38
7/15/91,,356.1,111.428
7/16/91,,355.25,111.443
7/17/91,,354.87,111.451
7/18/91,,358.6,111.47
7/19/91,,357.74,111.489
7/22/91,,356.4,111.537
7/23/91,,353.1,111.553
7/24/91,,352.3,111.571
7/25/91,,354.66,111.586
7/26/91,,354.66,111.602
7/29/91,,356.83,111.654
7/30/91,,359.91,111.673
7/31/91,681.825,360.94,111.691
8/1/91,,360.53,111.69
8/2/91,,360.9,111.715
8/5/91,,358.99,111.762
8/6/91,,364.18,111.787
8/7/91,,364.07,111.806
8/8/91,,362.81,111.826
8/9/91,,360.76,111.848
8/12/91,,361.53,111.901
8/13/91,,362.82,111.917
8/14/91,,363.25,111.932
8/15/91,,362.99,111.95
8/16/91,,359.58,111.974
8/19/91,,351.28,112.04
8/20/91,,354.14,112.056
8/21/91,,364.24,112.055
8/22/91,,364.85,112.073
8/23/91,,367.31,112.075
8/26/91,,367.1,112.12
8/27/91,,366.48,112.136
8/28/91,,369.74,112.162
8/29/91,,369.63,112.183
8/30/91,697.85,368.75,112.192
9/2/91,,368.75,
9/3/91,,365.54,112.242
9/4/91,,363.73,112.259
9/5/91,,362.79,112.28
9/6/91,,362.81,112.299
9/9/91,,362.05,112.351
9/10/91,,358.45,112.368
9/11/91,,358.99,112.397
9/12/91,,361.19,112.404
9/13/91,,357.54,112.427
9/16/91,,359.93,112.473
9/17/91,,359.95,112.49
9/18/91,,361.11,112.505
9/19/91,,361.81,112.52
9/20/91,,361.9,112.538
9/23/91,,359.8,112.584
9/24/91,,361.87,112.601
9/25/91,,360.63,112.617
9/26/91,,360.41,112.654
9/27/91,,359.76,112.653
9/30/91,685.497,361.55,112.699
10/1/91,,362.97,112.719
10/2/91,,361.98,112.741
10/3/91,,358.59,112.765
10/4/91,,355.78,112.782
10/7/91,,354.22,112.828
10/8/91,,355.19,112.846
10/9/91,,351.72,112.862
10/10/91,,355.28,112.872
10/11/91,,355.8,112.895
10/14/91,,360.46,
10/15/91,,364.96,112.961
10/16/91,,366.46,112.978
10/17/91,,365.84,112.987
10/18/91,,366.64,113.003
10/21/91,,364.14,113.046
10/22/91,,362.09,113.058
10/23/91,,362.41,113.075
10/24/91,,360.03,113.103
10/25/91,,359.08,113.123
10/28/91,,364.18,113.169
10/29/91,,365.88,113.189
10/30/91,,367.35,113.209
10/31/91,696.807,366.84,113.236
11/1/91,,365.82,113.246
11/4/91,,364.74,113.292
11/5/91,,363.13,113.304
11/6/91,,364.12,113.338
11/7/91,,367.49,113.361
11/8/91,,366.77,113.381
11/11/91,,367.22,
11/12/91,,370.32,113.437
11/13/91,,371.09,113.454
11/14/91,,370.72,113.466
11/15/91,,357,113.484
11/18/91,,359.75,113.529
11/19/91,,354.54,113.551
11/20/91,,353.95,113.576
11/21/91,,355.43,113.599
11/22/91,,351.72,113.617
11/25/91,,350.78,113.666
11/26/91,,353.5,113.682
11/27/91,,352.16,113.696
11/28/91,,352.16,
11/29/91,668.132,351.07,113.728
12/2/91,,356.59,113.765
12/3/91,,356.12,113.778
12/4/91,,355.26,113.801
12/5/91,,352.98,113.816
12/6/91,,354.6,113.839
12/9/91,,353.73,113.894
12/10/91,,353.25,113.908
12/11/91,,352.91,113.929
12/12/91,,356.61,113.948
12/13/91,,359.09,113.963
12/16/91,,359.27,114.001
12/17/91,,357.91,114.014
12/18/91,,359.01,114.023
12/19/91,,358.19,114.038
12/20/91,,362.74,114.083
12/23/91,,371.79,114.111
12/24/91,,374.12,114.116
12/25/91,,374.12,
12/26/91,,379.35,114.13
12/27/91,,380.78,114.134
12/30/91,,388.34,114.168
12/31/91,743.919,390.22,114.188
1/1/92,,390.22,
1/2/92,,390.05,114.203
1/3/92,,391.78,114.213
1/6/92,,390.61,114.252
1/7/92,,390.1,114.276
1/8/92,,390.51,114.29
1/9/92,,390.2,114.297
1/10/92,,387.74,114.303
1/13/92,,387.01,114.337
1/14/92,,392.24,114.349
1/15/92,,392.7,114.364
1/16/92,,390.29,114.383
1/17/92,,391.15,114.398
1/20/92,,389.01,
1/21/92,,385.61,114.455
1/22/92,,390.49,114.463
1/23/92,,387.77,114.471
1/24/92,,388.21,114.481
1/27/92,,387.98,114.506
1/28/92,,388.05,114.515
1/29/92,,383.66,114.525
1/30/92,,385.42,114.535
1/31/92,730.994,382.76,114.549
2/3/92,,383.47,114.573
2/4/92,,387.44,114.586
2/5/92,,387.26,114.598
2/6/92,,387.13,114.611
2/7/92,,384.57,114.634
2/10/92,,386.55,114.671
2/11/92,,386.51,114.68
2/12/92,,389.61,114.691
2/13/92,,386.52,114.699
2/14/92,,385.75,114.709
2/17/92,,385.75,
2/18/92,,380.96,114.756
2/19/92,,381.98,114.763
2/20/92,,387.33,114.771
2/21/92,,385.48,114.778
2/24/92,,385.83,114.812
2/25/92,,384.17,114.819
2/26/92,,388.54,114.831
2/27/92,,387.25,114.848
2/28/92,738.832,386.19,114.861
3/2/92,,386.26,114.902
3/3/92,,386.59,114.911
3/4/92,,383.55,114.923
3/5/92,,380.8,114.937
3/6/92,,378.82,114.952
3/9/92,,379.53,114.995
3/10/92,,381.22,115.008
3/11/92,,378.65,115.021
3/12/92,,378.59,115.031
3/13/92,,380.56,115.04
3/16/92,,380.85,115.076
3/17/92,,383.78,115.089
3/18/92,,383.47,115.101
3/19/92,,383.93,115.114
3/20/92,,384.96,115.127
3/23/92,,383.72,115.162
3/24/92,,382.87,115.176
3/25/92,,381.77,115.196
3/26/92,,381.82,115.207
3/27/92,,378.2,115.221
3/30/92,,377.59,115.256
3/31/92,724.675,378.11,115.271
4/1/92,,378.9,115.275
4/2/92,,375.34,115.287
4/3/92,,376.41,115.306
4/6/92,,379.82,115.345
4/7/92,,373.2,115.365
4/8/92,,370.03,115.38
4/9/92,,375.72,115.426
4/10/92,,378.86,115.441
4/13/92,,380.4,115.484
4/14/92,,386.25,115.495
4/15/92,,389.64,115.507
4/16/92,,389.38,115.518
4/17/92,,389.38,115.518
4/20/92,,383.91,115.561
4/21/92,,383.95,115.574
4/22/92,,383.54,115.588
4/23/92,,384.92,115.6
4/24/92,,382.72,115.611
4/27/92,,382.31,115.64
4/28/92,,383.1,115.65
4/29/92,,385.68,115.665
4/30/92,745.338,388.2,115.681
5/1/92,,385.78,115.702
5/4/92,,389.95,115.738
5/5/92,,390.22,115.749
5/6/92,,389.92,115.762
5/7/92,,389.21,115.776
5/8/92,,389.61,115.786
5/11/92,,391.7,115.815
5/12/92,,389.61,115.824
5/13/92,,390,115.836
5/14/92,,386.92,115.849
5/15/92,,384.42,115.862
5/18/92,,386.45,115.893
5/19/92,,389.82,115.911
5/20/92,,389.25,115.921
5/21/92,,386.49,115.926
5/22/92,,387.63,115.934
5/25/92,,387.63,
5/26/92,,384.86,115.974
5/27/92,,385.66,115.988
5/28/92,,390.17,116.004
5/29/92,747.842,388.82,116.013
6/1/92,,390.6,116.034
6/2/92,,386.75,116.046
6/3/92,,387.51,116.06
6/4/92,,386.24,116.075
6/5/92,,386.59,116.088
6/8/92,,385.97,116.125
6/9/92,,383.02,116.139
6/10/92,,380.31,116.151
6/11/92,,381.93,116.166
6/12/92,,382.7,116.177
6/15/92,,383.1,116.213
6/16/92,,381.13,116.228
6/17/92,,375.81,116.241
6/18/92,,375.07,116.255
6/19/92,,377.7,116.259
6/22/92,,377.8,116.293
6/23/92,,378.25,116.3
6/24/92,,377.75,116.314
6/25/92,,377.39,116.328
6/26/92,,377.69,116.341
6/29/92,,382.46,116.38
6/30/92,735.878,381.91,116.392
7/1/92,,386.14,116.409
7/2/92,,385.35,116.466
7/3/92,,385.35,
7/6/92,,387.27,116.51
7/7/92,,382.89,116.523
7/8/92,,384.03,116.531
7/9/92,,387.37,116.543
7/10/92,,387.61,116.552
7/13/92,,387.89,116.583
7/14/92,,390.02,116.594
7/15/92,,389.36,116.605
7/16/92,,389.95,116.616
7/17/92,,388.17,116.627
7/20/92,,386.42,116.656
7/21/92,,386.92,116.666
7/22/92,,384.16,116.679
7/23/92,,385.13,116.692
7/24/92,,384.8,116.702
7/27/92,,385.05,116.73
7/28/92,,390.42,116.741
7/29/92,,394.95,116.753
7/30/92,,396.46,116.763
7/31/92,766.022,396.86,116.774
8/3/92,,397.77,116.795
8/4/92,,397.22,116.804
8/5/92,,395.28,116.814
8/6/92,,393.91,116.824
8/7/92,,392.27,116.835
8/10/92,,392.53,116.866
8/11/92,,392.18,116.875
8/12/92,,390.7,116.886
8/13/92,,390.98,116.9
8/14/92,,393.06,116.915
8/17/92,,393.72,116.944
8/18/92,,394.28,116.954
8/19/92,,391.29,116.964
8/20/92,,391.2,116.973
8/21/92,,387.6,116.983
8/24/92,,383.8,117.005
8/25/92,,384.75,117.016
8/26/92,,386.29,117.026
8/27/92,,386.27,117.034
8/28/92,,387.28,117.043
8/31/92,747.11,386.37,117.073
9/1/92,,388.31,117.074
9/2/92,,390.23,117.084
9/3/92,,390.45,117.096
9/4/92,,389.54,117.135
9/7/92,,389.54,
9/8/92,,387.32,117.174
9/9/92,,388.87,117.182
9/10/92,,391.97,117.192
9/11/92,,391.8,117.203
9/14/92,,397.41,117.235
9/15/92,,392.45,117.244
9/16/92,,392.39,117.256
9/17/92,,392.47,117.265
9/18/92,,395.02,117.276
9/21/92,,394.41,117.298
9/22/92,,390.06,117.306
9/23/92,,389.99,117.313
9/24/92,,391,117.327
9/25/92,,386.98,117.346
9/28/92,,388.77,117.376
9/29/92,,388.65,117.384
9/30/92,754.677,389.59,117.401
